Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.29,      4.67,      6.39,     10.17,     14.16,     16.30,     14.54,     21.15,     21.44,     21.75,     10.94,     10.34,     16.78,     15.71,     18.90,     20.86,     18.26,     18.05,     17.43,     17.82,      7.72,      9.80,     12.91,      7.27,     14.61,     14.25,,
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,      4.49,      5.74,      5.21,      6.53,      8.08,      7.62,      5.73,      5.51,      7.02,      6.75,      5.68,      5.95,      8.06,      7.65,      8.45,      7.83,      9.74,      9.44,      9.48,     10.68,      9.04,      9.87,     11.70,     13.03,,,,
,Unspecified,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,      4.76,,,,,,,,,,,,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     42.24,     35.40,     33.91,     30.91,     29.93,     27.98,     27.98,     26.51,     30.05,     29.03,     29.14,     27.28,     18.19,     19.57,     21.05,     22.52,     21.80,     11.14,     18.62,     16.07,      8.34,      4.57,     18.13,      0.47,     24.87,     20.54,,
,World,Animal,Export,Export Product share(%),      2.07,      1.33,      1.30,      1.34,      1.08,      1.47,      1.72,      1.41,      1.34,      1.51,      2.77,      3.05,      2.56,      2.76,      2.62,      2.12,      1.52,      1.82,      1.62,      1.44,      1.61,      1.53,      1.22,      1.57,      7.19,      6.39,,
,World,Capital goods,Export,Export Product share(%),      7.86,      7.09,      6.65,      5.33,      5.32,      5.91,      5.92,      7.15,      5.99,      6.48,      9.36,      8.56,      6.80,      7.42,      5.72,      4.85,      6.76,      7.92,      6.99,      5.46,      5.80,      5.79,      5.18,      6.27,      1.64,      2.21,,
,World,Chemicals,Export,Export Product share(%),      3.64,      2.90,      2.39,      2.06,      2.03,      2.38,      2.36,      3.04,      2.50,      3.04,      5.25,      5.16,      3.76,      4.55,      3.46,      3.09,      3.93,      4.93,      4.55,      4.42,      4.80,      4.43,      3.57,      5.14,      1.13,      0.71,,
,World,Consumer goods,Export,Export Product share(%),     17.44,     16.33,     11.89,     13.69,     14.66,     15.46,     12.43,     11.73,     10.26,     16.48,     23.34,     23.95,     19.69,     18.67,     18.29,     14.81,     13.18,     15.83,     12.49,      9.60,     11.49,      9.88,      9.58,     11.50,     19.46,     23.40,,
,World,Food Products,Export,Export Product share(%),      8.64,      4.78,      5.13,      4.98,      4.24,      5.00,      6.21,      4.63,      4.31,      5.17,      8.24,      9.59,      8.25,      8.61,      7.89,      6.25,      8.12,     11.06,      9.41,     10.27,      9.91,      4.63,      3.33,      3.33,     52.46,     48.29,,
,World,Footwear,Export,Export Product share(%),      0.25,      0.17,      0.20,      0.14,      0.13,      0.24,      0.14,      0.10,      0.10,      0.11,      0.12,      0.18,      0.16,      0.19,      0.19,      0.17,      0.18,      0.22,      0.19,      0.17,      0.17,      0.10,      0.09,      0.10,      0.43,      0.06,,
,World,Fuels,Export,Export Product share(%),     27.46,     50.96,     48.86,     53.71,     53.17,     50.73,     50.47,     45.90,     50.68,     46.37,     18.23,     14.28,     34.82,     35.89,     36.47,     42.87,     36.56,     24.54,     29.49,     32.64,     10.29,     13.26,     16.53,      7.17,      0.19,      0.23,,
,World,Hides and Skins,Export,Export Product share(%),      0.39,      0.43,      0.53,      0.44,      0.36,      1.17,      0.39,      0.49,      0.38,      0.31,      0.45,      0.48,      0.37,      0.55,      0.57,      0.53,      0.52,      0.68,      0.75,      0.61,      0.99,      0.74,      0.60,      0.77,      0.40,      0.44,,
,World,Intermediate goods,Export,Export Product share(%),     27.74,     18.40,     20.05,     18.45,     19.47,     20.28,     18.55,     21.58,     21.11,     23.88,     33.33,     32.18,     24.14,     21.42,     24.63,     17.59,     24.30,     21.40,     19.96,     24.92,     28.57,     21.44,     20.56,     24.03,     11.82,     13.06,,
